Timestamp,Source_IP,Destination_IP,Protocol,Source_Port,Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Flow_Bytes_s,Flow_Packets_s,Packet_Length_Mean,Packet_Length_Std,SYN_Flag_Count,ACK_Flag_Count,Average_Packet_Size,Label
2026-08-20 15:19:13,192.168.1.110,192.168.1.22,6,4574,80,1360.6533613053061,592,5,37888,320,28080627.35636517,438759.8024432058,64.0,0.0,592,0,64.0,DDoS
2026-08-20 15:20:40,10.0.0.105,192.168.1.10,6,23260,80,109.61700930781551,356,5,22784,320,210770209.34882158,3293284.521075337,64.0,0.0,356,0,64.0,DDoS
2026-08-20 15:18:47,192.168.1.15,210.10.85.14,6,30424,23,1753.1581610419905,27,44,1998,3960,3398438.391011373,40498.34269248195,80.0,12.0,1,27,80.0,Mirai
2026-08-20 15:19:01,192.168.1.22,104.24.12.5,6,52360,80,39784.89230694658,12,10,1836,4730,165037.5210102945,552.9737225443921,74.39896433790835,39.190316642573364,0,21,298.45454545454544,Benign
2026-08-20 15:18:39,192.168.1.10,104.24.12.5,6,64925,443,24969.37485200119,10,12,1440,3696,205691.97388569667,881.0793273920028,144.04585843529145,38.617857310077625,0,21,233.45454545454547,Benign
2026-08-20 15:19:04,10.0.0.105,192.168.1.22,6,39347,867,458.2835512080198,3,1,132,44,384041.7129003867,8728.22074773606,44.0,0.0,3,0,44.0,Reconnaissance
2026-08-20 15:20:39,192.168.1.110,192.168.1.15,6,15291,80,803.3015304853443,247,2,15808,128,19838129.762272052,309970.7775355008,64.0,0.0,247,0,64.0,DDoS
2026-08-20 15:20:20,10.0.0.105,192.168.1.20,6,39308,22,129367.57140484812,23,23,2760,3220,46224.8764126981,355.57597240536995,130.0,25.0,1,45,130.0,Brute Force
2026-08-20 15:21:24,192.168.1.15,192.168.1.1,6,51378,443,131776.17286659448,14,7,1218,665,14289.381449150767,159.3611314031684,137.73730719279553,32.22305853262613,0,20,89.66666666666667,Benign
2026-08-20 15:20:29,10.0.0.105,192.168.1.10,6,39275,22,1424329.9078910092,46,62,5520,8680,9969.600386349954,75.82512969899965,130.0,25.0,1,107,130.0,Brute Force
2026-08-20 15:19:47,192.168.1.20,104.24.12.5,17,62121,443,60614.3778112245,16,12,1616,2340,65265.043424522824,461.9366066447521,96.55980181324603,26.2793390412273,0,27,141.28571428571428,Benign
2026-08-20 15:19:51,192.168.1.10,192.168.1.1,17,52428,80,16881.533015726123,5,7,995,2436,203239.83590849393,710.8359169052543,126.99935530986109,16.474630824905297,0,11,285.9166666666667,Benign
2026-08-20 15:19:19,192.168.1.20,192.168.1.1,6,54321,53,48760.98093282464,8,9,1072,1845,59822.42244097986,348.63941772254293,77.08322512620742,23.169142621169083,0,16,171.58823529411765,Benign
2026-08-20 15:20:59,10.0.0.105,192.168.1.20,6,62557,80,249.06712455030532,489,0,31296,0,125652873.92507313,1963326.1550792677,64.0,0.0,489,0,64.0,DDoS
2026-08-20 15:19:52,10.0.0.105,192.168.1.15,6,49819,432,22.42186427357418,3,1,132,44,7849481.1070384085,178397.29788723655,44.0,0.0,3,0,44.0,Reconnaissance
2026-08-20 15:19:42,45.227.254.12,192.168.1.22,6,7072,80,1929.0319878880575,278,0,17792,0,9223278.88376752,144113.7325588675,64.0,0.0,278,0,64.0,DDoS
2026-08-20 15:22:04,10.0.0.105,192.168.1.10,6,42777,80,1688.3622289731911,320,1,20480,64,12168004.973964749,190125.0777181992,64.0,0.0,320,0,64.0,DDoS
2026-08-20 15:19:39,192.168.1.110,192.168.1.22,6,8355,22,1422350.9915780262,55,20,6600,2800,6608.776635063317,52.729600811675404,130.0,25.0,1,74,130.0,Brute Force
2026-08-20 15:22:31,192.168.1.15,192.168.1.1,17,54004,53,26292.982223257095,10,12,1890,4104,227969.57564966098,836.7251692179749,74.77309895011575,20.679180359537845,0,21,272.45454545454544,Benign
2026-08-20 15:22:42,192.168.1.10,34.210.15.22,6,52520,1883,70909.09238783566,3,13,309,5213,77874.35735035992,225.6410209354869,59.78341606510015,24.74847625350497,0,15,345.125,Benign
2026-08-20 15:20:48,185.220.101.5,192.168.1.15,6,58882,845,242.0011676824772,2,0,88,0,363634.609050574,8264.42293296759,44.0,0.0,2,0,44.0,Reconnaissance
2026-08-20 15:22:16,192.168.1.20,192.168.1.50,6,52694,53,9509.73564001125,9,12,972,1692,280133.9701591167,2208.2632782813257,57.056874740042986,29.27257834618947,0,20,126.85714285714286,Benign
2026-08-20 15:20:10,192.168.1.110,192.168.1.20,6,37304,49,22.990542165394686,3,0,132,0,5741491.39460861,130488.44078655932,44.0,0.0,3,0,44.0,Reconnaissance
2026-08-20 15:21:00,45.227.254.12,192.168.1.10,6,24036,80,1212.9736044195802,545,2,34880,128,28861304.04853424,450957.8757583475,64.0,0.0,545,0,64.0,DDoS
2026-08-20 15:21:04,45.227.254.12,192.168.1.10,6,12726,80,1886.4374587074194,209,2,13376,128,7158466.843238416,111851.04442560025,64.0,0.0,209,0,64.0,DDoS
2026-08-20 15:23:50,192.168.1.10,192.168.1.1,17,59430,53,42839.12227887722,10,6,1280,2598,90524.73051979717,373.49037862732206,59.44429607559284,30.490203202490704,0,15,242.375,Benign
2026-08-20 15:21:09,192.168.1.15,34.210.15.22,6,55608,1883,3692.481347321351,6,13,906,780,456603.52522107674,5145.59132811415,137.7472013527053,32.05213131411657,0,18,88.73684210526316,Benign
2026-08-20 15:23:48,45.227.254.12,192.168.1.10,6,20705,22,1626613.7677312123,66,77,7920,10780,11496.275496353759,87.91269497211698,130.0,25.0,1,142,130.0,Brute Force
2026-08-20 15:22:40,192.168.1.20,192.168.1.50,17,55438,53,16566.69311533693,14,16,2534,2000,273681.65562278475,1810.862300106648,132.64574661077415,19.601488030918354,0,29,151.13333333333333,Benign
2026-08-20 15:23:11,192.168.1.15,34.210.15.22,17,49165,1883,112939.5257272963,5,12,900,5832,59607.121215074716,150.5230333714008,94.84455219783197,18.796323150941937,0,16,396.0,Benign
2026-08-20 15:22:26,192.168.1.20,192.168.1.50,17,56154,53,19924.316727519486,9,16,1377,6480,394342.25561913016,1254.7481723912758,61.706701642760585,14.289750461585076,0,24,314.28,Benign
2026-08-20 15:23:20,10.0.0.105,192.168.1.20,6,42504,22,1546870.2002631973,52,62,6240,8680,9645.282453215135,73.69719836907007,130.0,25.0,1,113,130.0,Brute Force
2026-08-20 15:20:02,185.220.101.5,192.168.1.20,6,10680,80,1274.614320300896,265,1,16960,64,13356197.03062898,208690.5786035778,64.0,0.0,265,0,64.0,DDoS
2026-08-20 15:20:54,192.168.1.22,192.168.1.1,17,55523,53,5330.4356122692725,6,10,876,3820,880978.6557014277,3001.6308541786293,131.27995672575025,38.41745732151576,0,15,293.5,Benign
2026-08-20 15:23:13,192.168.1.10,192.168.1.1,17,64374,80,213438.6969800992,9,4,864,600,6859.112338642612,60.90741830761882,61.752624677710486,29.476309063481906,0,12,112.61538461538461,Benign
2026-08-20 15:20:19,185.220.101.5,192.168.1.22,6,48314,650,375.56199084005743,4,2,176,88,702946.5346306333,15976.057605241665,44.0,0.0,4,0,44.0,Reconnaissance
2026-08-20 15:24:45,192.168.1.110,192.168.1.22,6,49760,22,1208400.6536846033,77,30,9240,4200,11122.13896857746,88.54679089566875,130.0,25.0,1,106,130.0,Brute Force
2026-08-20 15:22:19,185.220.101.5,192.168.1.20,6,50537,490,481.46454875252556,4,1,176,44,456939.1465477986,10384.98060335906,44.0,0.0,4,0,44.0,Reconnaissance
2026-08-20 15:20:12,192.168.1.20,104.24.12.5,17,51792,443,23489.828896013358,7,16,875,3568,189145.69449052293,979.1471918257995,149.29647961193004,12.213896942061966,0,22,193.17391304347825,Benign
2026-08-20 15:20:41,192.168.1.15,192.168.1.1,17,64419,53,40355.48318666744,13,12,1872,2748,114482.58415417376,619.4945029987758,68.81211597237613,23.910952148199463,1,24,184.8,Benign
2026-08-20 15:22:11,192.168.1.10,210.10.85.14,6,32283,23,4359.535346167334,51,34,3774,3060,1567598.2547103513,19497.49073022825,80.0,12.0,1,51,80.0,Mirai
2026-08-20 15:22:01,192.168.1.22,192.168.1.50,6,58095,53,43812.18530033215,14,15,2296,2580,111293.23877763828,661.9163093830005,52.6366974497252,21.293901006341486,0,28,168.13793103448276,Benign
2026-08-20 15:24:05,192.168.1.22,104.24.12.5,17,50035,53,83182.38614980431,11,11,792,4158,59507.790400307545,264.4790684458113,144.47657298824282,35.48942172032234,0,21,225.0,Benign
2026-08-20 15:20:27,192.168.1.110,192.168.1.15,6,12933,80,569.9613933120755,593,3,37952,192,66923831.06572046,1045684.8604018822,64.0,0.0,593,0,64.0,DDoS
2026-08-20 15:22:24,192.168.1.15,192.168.1.50,17,61575,1883,29941.341369993224,8,13,1008,5837,228613.67216032476,701.371382814729,127.23183917356393,25.604905033359803,0,20,325.95238095238096,Benign
2026-08-20 15:21:38,192.168.1.10,210.10.85.14,6,50112,23,19117.70111308484,45,11,3330,990,225968.59185350675,2929.2224869899023,80.0,12.0,1,45,80.0,Mirai
2026-08-20 15:26:42,192.168.1.20,104.24.12.5,6,50168,443,40137.70595107438,8,8,400,3568,98859.66090928989,398.62766495681404,51.45446656678819,20.51762676419791,0,15,248.0,Benign
2026-08-20 15:21:04,192.168.1.15,192.168.1.50,6,64390,1883,44569.86878324723,13,8,2392,1368,84361.92662548955,471.1703348764044,148.0032575285477,24.77854281978609,0,20,179.04761904761904,Benign
2026-08-20 15:24:16,192.168.1.10,104.24.12.5,17,49993,1883,19930.80160502499,5,7,335,2492,141840.7576385313,602.0831594136454,114.08747448032146,15.456402531974344,0,11,235.58333333333334,Benign
2026-08-20 15:22:44,185.220.101.5,192.168.1.10,6,57216,498,179.37696882869298,4,2,176,88,1471760.8493659126,33449.11021286165,44.0,0.0,4,0,44.0,Reconnaissance
2026-08-20 15:25:37,192.168.1.10,192.168.1.1,17,61294,80,113548.70625641789,6,9,1056,2511,31413.832157144367,132.10190141776437,58.87025337570556,13.619076133018025,0,14,237.8,Benign
2026-08-20 15:26:17,192.168.1.22,192.168.1.1,17,64216,443,30881.467168268955,8,5,1056,1925,96530.3877486433,420.9644551265894,130.62012797930612,32.447790711509754,0,12,229.30769230769232,Benign
2026-08-20 15:27:15,45.227.254.12,192.168.1.22,6,55139,80,450.5899367771169,388,3,24832,192,55536082.71633029,867751.2924426608,64.0,0.0,388,0,64.0,DDoS
2026-08-20 15:22:13,185.220.101.5,192.168.1.10,6,17005,80,497.7637143397496,292,3,18688,192,37929643.033629045,592650.6724004538,64.0,0.0,292,0,64.0,DDoS
2026-08-20 15:24:33,192.168.1.22,210.10.85.14,6,33418,23,4627.851100243697,36,11,2664,990,789567.322035833,10155.901514965559,80.0,12.0,1,36,80.0,Mirai
2026-08-20 15:21:41,185.220.101.5,192.168.1.20,6,39163,566,247.41626274360044,3,1,132,44,711351.7844313665,16167.086009803783,44.0,0.0,3,0,44.0,Reconnaissance
2026-08-20 15:24:19,192.168.1.15,192.168.1.1,6,57026,53,48150.0917029276,9,6,1296,1860,65545.04650731766,311.52588644162387,103.2617266455023,17.27411510904189,0,14,210.4,Benign
2026-08-20 15:26:33,192.168.1.10,34.210.15.22,6,57124,1883,15683.730593927192,5,7,715,2898,230366.1095402244,765.1240837206457,109.35924535540487,30.37306957433469,0,11,301.0833333333333,Benign
2026-08-20 15:24:47,192.168.1.20,192.168.1.50,17,64020,1883,77835.45161888956,8,10,1040,4190,67193.03211097131,231.25708948326644,107.07783046689119,20.68290177693539,0,17,290.55555555555554,Benign
2026-08-20 15:26:13,192.168.1.20,192.168.1.1,6,65018,1883,215309.7886084906,6,8,534,1360,8796.627465200676,65.0225894998994,67.33735952947548,36.90296273879275,0,13,135.28571428571428,Benign
2026-08-20 15:24:43,45.227.254.12,192.168.1.10,6,20438,22,252444.1167571202,73,32,8760,4480,52447.251178122635,415.9336384971961,130.0,25.0,1,104,130.0,Brute Force
2026-08-20 15:21:59,192.168.1.10,104.24.12.5,17,58724,443,37170.617505635135,12,12,612,1044,44551.31797982499,645.6712750699273,126.94929331919369,15.6113124567257,0,23,69.0,Benign
2026-08-20 15:21:23,192.168.1.10,210.10.85.14,6,31786,23,3910.8781311923262,51,28,3774,2520,1609357.231001499,20200.066928681033,80.0,12.0,1,51,80.0,Mirai
2026-08-20 15:23:26,192.168.1.10,34.210.15.22,17,51293,53,27707.227503491526,7,11,483,5280,207996.27098286088,649.6499874529752,55.18235368224269,20.098128345817617,0,17,320.1666666666667,Benign
2026-08-20 15:26:26,192.168.1.15,104.24.12.5,17,53033,53,7217.466341596581,10,7,610,1309,265882.7778579563,2355.397198324782,143.83404568210378,15.436991984969804,0,16,112.88235294117646,Benign
2026-08-20 15:22:35,192.168.1.22,210.10.85.14,6,20511,23,688.1031747249687,43,38,3182,3420,9594491.411318928,117714.9052282389,80.0,12.0,1,43,80.0,Mirai
2026-08-20 15:29:17,45.227.254.12,192.168.1.10,6,33251,426,373.14911815212895,4,2,176,88,707491.9573905304,16079.3626679666,44.0,0.0,4,0,44.0,Reconnaissance
2026-08-20 15:23:02,10.0.0.105,192.168.1.15,6,37199,80,1191.4989150418326,272,1,17408,64,14663882.42526144,229123.16289471,64.0,0.0,272,0,64.0,DDoS
2026-08-20 15:20:46,192.168.1.22,192.168.1.50,17,58592,1883,92203.85706607389,7,11,336,1958,24879.65333550097,195.21959897080097,137.72005408131082,21.773353222679063,0,17,127.44444444444444,Benign
2026-08-20 15:26:58,192.168.1.20,104.24.12.5,17,56518,443,84804.13314240349,12,12,828,4056,57591.53261785915,283.00507428923413,63.927207266338726,33.82075567810888,0,23,203.5,Benign
2026-08-20 15:21:27,192.168.1.15,210.10.85.14,6,50107,23,9677.755075628524,34,48,2516,4320,706362.1621521595,8473.039393867331,80.0,12.0,1,34,80.0,Mirai
2026-08-20 15:29:19,192.168.1.22,210.10.85.14,6,46157,23,7624.138580490282,22,39,1628,3510,673912.1994906857,8000.903886518457,80.0,12.0,1,22,80.0,Mirai
2026-08-20 15:24:37,192.168.1.20,192.168.1.50,17,50458,53,112165.16652682227,6,12,360,4392,42366.09410162686,160.477629172829,137.67656367617496,20.262452461477224,0,17,264.0,Benign
2026-08-20 15:21:09,185.220.101.5,192.168.1.10,6,54856,80,1660.3888788768245,541,5,34624,320,21045672.158222347,328838.6274722242,64.0,0.0,541,0,64.0,DDoS
2026-08-20 15:21:19,192.168.1.15,192.168.1.50,17,63435,53,5862.194254938867,10,11,1110,1672,474566.3277289353,3582.2763775368944,84.56959935039194,15.44793150404277,0,20,132.47619047619048,Benign
2026-08-20 15:24:54,192.168.1.20,192.168.1.1,6,65387,1883,119543.80696618259,9,12,1116,3240,36438.525010603495,175.66782029905266,142.24993811772958,31.21715902940196,0,20,207.42857142857142,Benign
2026-08-20 15:28:23,192.168.1.10,192.168.1.50,6,59745,80,8275.525456206085,14,12,1680,2268,477069.4043408768,3141.794456145592,55.47616388220313,20.05591724937703,0,25,151.84615384615384,Benign
2026-08-20 15:26:05,192.168.1.10,192.168.1.50,17,61006,53,81190.39555330893,4,16,212,2496,33353.69881554462,246.334555506238,84.69532018962278,32.125037443292456,0,19,135.4,Benign
2026-08-20 15:23:05,192.168.1.15,210.10.85.14,6,58751,23,6018.777734923394,33,38,2442,3420,973951.8982377923,11796.415007656646,80.0,12.0,1,33,80.0,Mirai
2026-08-20 15:22:19,185.220.101.5,192.168.1.15,6,1920,80,526.7491635859658,309,4,19776,256,38029486.109911524,594210.7204673676,64.0,0.0,309,0,64.0,DDoS
2026-08-20 15:22:05,192.168.1.10,192.168.1.50,6,58715,1883,30114.117528807754,9,13,711,4095,159592.92167211894,730.5543647079935,146.1070317469455,14.459881832593389,0,21,218.45454545454547,Benign
2026-08-20 15:25:59,192.168.1.22,104.24.12.5,17,53625,80,26775.055726830342,7,16,616,5856,241717.51745467467,859.0084829198884,69.06877206636665,11.096490035442846,0,22,281.39130434782606,Benign
2026-08-20 15:25:29,192.168.1.20,210.10.85.14,6,48606,23,6387.857932954639,15,28,1110,2520,568265.6123695256,6731.521028068761,80.0,12.0,1,15,80.0,Mirai
2026-08-20 15:27:21,192.168.1.22,104.24.12.5,17,60461,1883,41602.20518380903,8,8,1416,2456,93071.98940278594,384.5949975321733,144.61154621336328,21.199279488392587,0,15,242.0,Benign
2026-08-20 15:26:03,192.168.1.20,104.24.12.5,6,56805,53,15786.5682846333,7,8,1302,2048,212205.7143515416,950.1748403800369,117.18927435987284,10.591316132630924,1,14,223.33333333333334,Benign
2026-08-20 15:28:47,192.168.1.110,192.168.1.22,6,65302,80,297.8063057706903,489,5,31296,320,106162963.60206757,1658796.3062823059,64.0,0.0,489,0,64.0,DDoS
2026-08-20 15:31:40,192.168.1.15,34.210.15.22,6,64124,80,80450.92136481208,9,13,1368,1443,34940.55695463403,273.458645678388,79.31477302610134,36.89007455563359,0,21,127.77272727272727,Benign
2026-08-20 15:28:27,192.168.1.15,192.168.1.1,17,62176,80,654.3594198142501,4,12,428,2796,4926955.893620636,24451.39401300564,139.2671711076975,34.523306852153226,0,15,201.5,Benign
2026-08-20 15:30:46,192.168.1.110,192.168.1.20,6,59079,1000,177.49050233195922,4,2,176,88,1487403.5316337247,33804.62571894829,44.0,0.0,4,0,44.0,Reconnaissance
2026-08-20 15:21:50,10.0.0.105,192.168.1.15,6,39416,466,137.11748238133333,4,2,176,88,1925356.2376954784,43758.09631126087,44.0,0.0,4,0,44.0,Reconnaissance
2026-08-20 15:26:17,10.0.0.105,192.168.1.10,6,46506,80,821.4155755178072,377,1,24128,64,29451596.391692173,460181.1936201902,64.0,0.0,377,0,64.0,DDoS
2026-08-20 15:21:50,192.168.1.20,192.168.1.1,17,63264,443,44615.887507165266,11,10,1441,2510,88555.89837511297,470.6843497538275,76.8677359384946,26.249026439826007,0,20,188.14285714285714,Benign
2026-08-20 15:29:15,192.168.1.15,104.24.12.5,6,61687,443,50184.86659672682,8,16,480,5952,128166.12728466456,478.2318182263603,107.65164755142536,18.22165662061618,0,23,268.0,Benign
2026-08-20 15:24:13,192.168.1.20,192.168.1.50,17,64397,1883,40391.77577034926,5,12,210,5652,145128.55372660217,420.8777573101734,116.50366745462554,15.261138358703487,0,16,344.8235294117647,Benign
2026-08-20 15:26:41,192.168.1.20,34.210.15.22,17,59051,443,122910.47803856508,7,12,728,3516,34529.19610863753,154.5840542092632,88.92956140419766,18.660812103120996,0,18,223.3684210526316,Benign
2026-08-20 15:22:53,192.168.1.110,192.168.1.20,6,52913,605,184.27963106782508,4,1,176,44,1193837.8578532527,27132.678587573922,44.0,0.0,4,0,44.0,Reconnaissance
2026-08-20 15:31:23,192.168.1.22,34.210.15.22,6,50759,53,63478.19933193434,8,9,1472,3699,81461.03787475577,267.8084787992358,55.14258134842503,24.890987416037092,0,16,304.1764705882353,Benign
2026-08-20 15:30:52,185.220.101.5,192.168.1.20,6,36230,514,302.4529959692757,2,2,88,88,581908.6018175159,13225.195495852633,44.0,0.0,2,0,44.0,Reconnaissance
2026-08-20 15:30:19,185.220.101.5,192.168.1.10,6,3607,80,735.0633925522255,471,5,30144,320,41444044.56631346,647563.1963486478,64.0,0.0,471,0,64.0,DDoS
2026-08-20 15:27:04,192.168.1.20,104.24.12.5,6,62767,443,73682.49795733673,7,13,805,2951,50975.47048655679,271.43488012011073,109.0230666869087,20.829216908200806,0,19,187.8,Benign
2026-08-20 15:32:25,192.168.1.20,210.10.85.14,6,60890,23,960.5073460665323,48,42,3552,3780,7633465.824104304,93700.48065594482,80.0,12.0,1,48,80.0,Mirai
2026-08-20 15:23:51,192.168.1.22,34.210.15.22,17,51619,443,124634.99217688208,12,11,828,3289,33032.45684131107,184.53886503525737,148.76680079966468,38.321780190598396,0,22,179.0,Benign
2026-08-20 15:30:11,192.168.1.22,34.210.15.22,6,57817,80,2011.2550602689544,12,9,1692,603,1141078.5460960392,10441.24159826441,53.700763471549266,27.88809635446159,0,20,109.28571428571429,Benign
2026-08-20 15:30:15,192.168.1.110,192.168.1.20,6,16347,80,537.0167908466358,205,5,13120,320,25027150.415187426,391049.22523730353,64.0,0.0,205,0,64.0,DDoS
2026-08-20 15:29:41,192.168.1.20,104.24.12.5,6,59054,53,6423.888373582203,6,11,948,4598,863340.0329320077,2646.3722610609684,81.87525029320699,28.776741293110273,0,16,326.2352941176471,Benign
2026-08-20 15:22:26,192.168.1.22,192.168.1.1,6,53597,53,108568.0829362135,5,15,500,5025,50889.72606475955,184.21620294935582,143.90676985128962,33.963497073209965,0,19,276.25,Benign
2026-08-20 15:31:27,192.168.1.110,192.168.1.15,6,7513,80,1996.0748100133412,362,5,23168,320,11767094.039848644,183860.84437263507,64.0,0.0,362,0,64.0,DDoS
2026-08-20 15:29:55,192.168.1.20,210.10.85.14,6,15262,23,4318.786168482837,17,33,1258,2970,978978.7766883746,11577.327065851166,80.0,12.0,1,17,80.0,Mirai
2026-08-20 15:34:20,192.168.1.20,192.168.1.1,17,60905,80,72876.26295557289,11,9,1969,3510,75182.2305067993,274.43778246687094,79.63081204559901,17.0082325314973,0,19,273.95,Benign
2026-08-20 15:23:42,192.168.1.22,192.168.1.1,6,50809,1883,2150.239046867366,8,6,1536,420,909666.3009862328,6510.903994788988,137.9118307562165,38.34196066874231,0,13,139.71428571428572,Benign
2026-08-20 15:29:32,192.168.1.10,104.24.12.5,6,53987,80,31499.372155069617,10,8,990,1824,89335.11392375817,571.4399611327815,127.95844735667534,20.5037577750019,0,17,156.33333333333334,Benign
2026-08-20 15:35:12,45.227.254.12,192.168.1.15,6,57807,22,209901.08547045308,27,62,3240,8680,56788.65344256607,424.00924130775,130.0,25.0,1,88,130.0,Brute Force
2026-08-20 15:22:24,192.168.1.15,34.210.15.22,6,50869,443,173854.2108263387,11,11,924,2145,17652.72169947954,126.54280788157376,108.00862078378111,12.744605121932647,0,21,139.5,Benign
2026-08-20 15:32:14,192.168.1.22,192.168.1.50,17,52725,53,104966.24056457118,10,10,1710,3630,50873.499625005985,190.53745177904864,122.3420113688585,24.876272052363124,0,19,267.0,Benign
2026-08-20 15:22:51,45.227.254.12,192.168.1.22,6,5010,22,253987.81022453107,61,21,7320,2940,40395.639424309076,322.8501396484741,130.0,25.0,1,81,130.0,Brute Force
2026-08-20 15:33:50,192.168.1.110,192.168.1.10,6,60642,22,518348.08370464155,51,65,6120,9100,29362.50847349995,223.7878438190535,130.0,25.0,1,115,130.0,Brute Force
2026-08-20 15:34:40,192.168.1.20,104.24.12.5,6,59807,53,57483.50637986245,10,12,720,2400,54276.43852103279,382.71847675087224,136.72942009598023,31.250889301451043,0,21,141.8181818181818,Benign
2026-08-20 15:28:38,192.168.1.22,192.168.1.1,6,56197,53,90704.34253104663,10,9,1810,3861,62521.813639285334,209.47177907713302,66.07598960483082,34.53901072357186,0,18,298.4736842105263,Benign
2026-08-20 15:27:07,192.168.1.22,192.168.1.50,17,63136,1883,89229.51485061119,7,12,448,2640,34607.383052232835,212.93402784728755,127.98453951511436,13.209419164808752,0,18,162.52631578947367,Benign
2026-08-20 15:24:35,192.168.1.22,192.168.1.1,6,63303,80,71570.42403682414,10,13,610,1391,27958.476241113967,321.3617958748732,108.21704601762733,20.376491708588702,0,22,87.0,Benign
